AvailabilityCode|AvailabilityCodeDescription|CVComment|CVTitle|CandidatePermission|CandidateStatusCode|CandidateStatusCodeDescription|CurrentEmployer|CurrentJob|ExternalID|ExtraInfo|HighestEducationLevelCode|HighestEducationLevelCodeDescription|Last3Experiences|ProfilePicture|SalaryCode|SalaryCodeDescription|TotalExperienceYears|id
||||0|||Metrohm Brasil|Analista de TI Sênior|||4|Bachelor|Analista Suporte Sênior, Analista de Suporte Pleno, Administrador de Sistemas||||12|cv37313.xml
|||||||GRADUAÇÃO, TECNOLOGIA E ANALISE DE SISTEMAS|Activities and Societies|||||Analista de sistemas/ Automação de processos, Analista de Automação de processos, Business Intelligence Analyst||||6|cv21637.xml
|||||||ENGENHARIA DE SOFTWARE Universidade de Brasília UnB|TECNOLOGIAS.|||||TECNOLOGIAS.||||6|cv34467.xml
||||0|||||||1|Secondary Education||||||cv575.xml
||||0|||CTIS|Técnico de Suporte|||1|Secondary Education|Técnico de Suporte||||4|cv20864.xml
|||||||Cinemas Kinoplex Paris Severiano Ribeiro|Técnico de Operações e Suporte|||4|Bachelor|Mensageiro, Técnico de Operações e Suporte||||3|cv15482.xml
|||||||Arcarius Engenharia|Project Manager|||4|Bachelor|Regional Manager (Account Manager), Project Advisor (Key Account Manager), Engineer and Software Development Analyst||||18|cv8046.xml
|||||||STD Industria e Comercio de Equipamentos Ltda - Sertãozinho/SP|coordenador de TI. O principal projeto|||5|Master|coordenador de TI. O principal projeto, administrador de||||28|cv7943.xml
||||0|||Stefanini|Programador iOS Pleno|||||Programador iOS Pleno, Programador iOS Junior, Programador||||5|cv26150.xml
|||||||IBRAM - Instituto Brasileiro de Museus|Web Developer|||4|Bachelor|Java Developer, Java IBM ODM Consultant, Java Developer||||2|cv25517.xml
|||||||Amil - Unidade Medica Guará|Técnico de Informática|||5|Master|Técnico de Informática|||||cv9807.xml
||||0||||||||||||||cv22615.xml
||||0|||JÚNIOR DE COMPUTAÇÃO (CJR) Brasília, DF, Brasil||||4|Bachelor|||||2|cv36946.xml
|||||||DataInfo Soluções em TI|Especialista em Qualidade e Auditoria de Sistemas|||5|Master|Analista de Infraestrutura de administração Datastage( Temporario), Especialista em Business Intelligence/Business Analytics, Publicas de Emprego||||14|cv32870.xml
|||||||Fundo Nacional do Desenvolvimento|Analista de Processos|||4|Bachelor|ANALISTA DE REQUISITOS, ANALISTA DE SISTEMAS/REQUISITOS, ANALISTA DE SISTEMAS||||8|cv1993.xml
|||||||Tecnisys - Tecnologias Inovadoras - Brasília - DF|Analista de Métricas e Requisitos|||5|Master|Analista de Requisitos Sênior, Analista de Requisitos e Métricas Sênior, Especialista em Requisitos||||26|cv9031.xml
|||||||RSI|Analista de Teste|||4|Bachelor|Analista de Teste, Analista de teste, Estagiario||||5|cv2332.xml
|||||||UniCEUB|Assistente júnior|||||Desenvolvedor Java Junior||||7|cv21914.xml
||||0|||BRB - Banco de Brasília S.A|IT Analyst|||4|Bachelor|System Analyst, Java Developer, Consultant Software Developer||||6|cv23128.xml
||||0|||Softtek do Brasil - Empresa multinacional|Analista de Recursos Humanos Sênior|||4|Bachelor|Analista de Recursos Humanos Pleno, Analista de Recursos Humanos, Analista de Recursos Humanos||||13|cv38967.xml
||||0|||O Equilíbrio|Analista de Recrutamento e Seleção|||||Analista de Recrutamento e Seleção, Estagiário em Recrutamento e Seleção, Estagiário em Recrutamento e Seleção de T.I||||10|cv32575.xml
||||0|||Microtécnica Informática|Analista de Editais|||4|Bachelor|Estagiária, Estagiária, Estagiária||||7|cv15815.xml
|||||||||||1|Secondary Education||||||cv7426.xml
|||||||Gestão TI - Gestão e Inteligência em Informática|Analista de Sistemas e Requisitos|||4|Bachelor|Analista de Sistemas e Requisitos, Analista de Sistemas e Requisitos||||3|cv6812.xml
||||0||||Analista de projetos|||||Diretoria de Projetos Sociais, Analista de desenvolvimento Pleno, Analista Desenvolvedor de Sistemas||||7|cv21374.xml
|||||||Conjunto T, Ceilândia Sul, 72235­820, Ceilândia|Telemarketing ­ Telemarketing / Call Center Receptivo (Assistente)|||4|Bachelor|ATENDENTE TELESSUPORTE, Atendente de Telessuporte, Atendente de Telessuporte||||10|cv29583.xml
|||||||Valid S.A|Operador de Sistemas de Identificação II.|||4|Bachelor|Auxiliar de escritorio, Atendente de Restaurante, Menor aprendiz||||13|cv10803.xml
||||0||||||||||||||cv22420.xml
||||0|||Cartório 5º Ofício de Notas de Taguatinga|Auxiliar notarial|||1|Secondary Education|Menor Aprendiz, Estagiário||||7|cv26864.xml
|||||||DigiPronto Estratégia + Digital|Auxiliar de Desenvolvimento .NET||||||||||cv34673.xml
||||0|||Atendente, Sam Tech Eletro­Eletronicos em DF||||4|Bachelor|||||4|cv29370.xml
|||||||VTI Soluções Tecnológicas|Analista de BI|||4|Bachelor|Analista de Sistemas Sênior, Analista de Sistemas / BI, Analista de Sistemas||||7|cv16026.xml
|||||||B2Br - Projeto Brasil Telecom entrou|Desenvolvedor JAVA Jr|||4|Bachelor|Estagiário||||7|cv5263.xml
|||||||Los Angeles|Intercâmbio internacional|||4|Bachelor|Consultora|||||cv26993.xml
|||||||SOFTTEK(ITAÚ)|ANALISTA SISTEMAS|||5|Master|ANALISTA SISTEMAS CONSULTOR, ANALISTA, ANALISTA||||10|cv34918.xml
||||0|||Novatics|Full Stack Web Developer & Mobile Developer|||4|Bachelor|Full Stack Web Developer & UX Designer & Partner, Senior Project Manager & IT Coordinator, Ambassador||||7|cv20927.xml
|||||||Coopersystem|Analista de Sistemas|||4|Bachelor|Analista de Sistemas, Analista de Sistemas, Analista de Sistemas||||18|cv5459.xml
|||||||Nogueira Brasília|Analista Administrativo|||5|Master|Analista de Negócios, Analista de Requisitos||||1|cv15759.xml
||||0|||Aplex Contábil|Auxiliar de digitador|||4|Bachelor|||||1|cv17988.xml
|||||||RCS Especializada Ltda|Técnico em Redes|||||Auxiliar de Encarregado, Garçom||||5|cv4460.xml
|||||||INDRA|Gerente de Projeto Especialista|||||Gerente de Projetos, Consultor Analista Especialista, Consultor Analista Especialista||||19|cv15558.xml
||||0|||Leal Advocacia. (CLT)|Call Center de cobranças|||4|Bachelor|Call Center de cobranças, Estágio, Estágio||||8|cv19336.xml
||||0|||Experience|Programador|||||Programador, Estagiário, Auxiliar Técnico de Tecnologia da Informação||||4|cv23061.xml
||||0|||Tecnisys Local - Brasília - DF|Terceirizado|||||Designer de internet, Terceirizado, Programador visual||||9|cv18818.xml
|||||||Squadra Tecnologia/ANTT|Analista de Sistemas|||5|Master|Analista de Sistemas, Analista de Sistemas, Analista de Homologação||||9|cv30100.xml
||||0|||OTI Soluções em informática|Analista Desenvolvedor|||||||||6|cv1030.xml
||||0||||||||||||||cv22201.xml
||||||||||||||||||cv24225.xml
||||||||Gerente (Cargo de Comissão)|||4|Bachelor|Executivo de vendas|||||cv27007.xml
||||0|||Experience|Analista Programador Jr.|||||Instrutor de Informatica, Estagiário||||4|cv26261.xml
||||0|||Prosegur/Oi e Alcatel|Agente Patrimonial|||||Estagiário, Operador II, Agente Patrimonial||||4|cv15334.xml
|||||||Caixa Econômica Federal at Capgemini|Líder da Prospecção Escritório de Projetos de aplicativos móveis|||5|Master|ESPECIALISTA, Arquiteto de Sistemas Sênior, Professor||||8|cv3211.xml
|||||||CETAX Consultoria em Informática e treinamentos em BI|IT Recruiter|||5|Master|Analista de Recursos Humanos, Analista de Recrutamento e Seleção, Analista de Recursos Humanos Generalista||||9|cv35082.xml
|||||||Stefanini Consultoria e Assessoria em Informática (Caixa Econômica Federal)|Analista de Suporte|||5|Master|Operador de Áudio, Vídeo e Informática, Técnico em Teleprocessamento Junior, Técnico Especialista em Informática||||8|cv33570.xml
|||||||Stefanini IT Solutions|Analista de Teste|||4|Bachelor|Atendimento Administrativo, Analista de Teste, Analista de Teste||||6|cv20045.xml
|||||||JESUINA MARIA|Sistemas|||5|Master|Sistemas, Sistemas, Troca de BackOffice||||34|cv32994.xml
|||||||Caelum|Assistente Administrativo|||4|Bachelor|Digitalizador/Diagramador, Assistente Administrativo||||1|cv6489.xml
||||0|||CEBRASPE|Analista de TI - Microsoft e System Center|||||Especialista Microsoft, Analista de Suporte||||3|cv35006.xml
||||0|||viação planeta em DF|Técnico em Eletrônica|||4|Bachelor|Técnico em Eletrônica||||8|cv29574.xml
||||0|||||||4|Bachelor||||||cv36445.xml
|||||||||||4|Bachelor||||||cv10964.xml
|||||||Cast Informática - Fábrica de Software|analista de requisitos|||4|Bachelor|Analista de requisitos, Analista de Requisitos, Analista de Requisitos||||8|cv2245.xml
|||||||Capgemini|Equipe de Projetos - Construção de Soluções|||4|Bachelor|Equipe de Projetos - Construção de Soluções, Trainee, Software Development Analyst Java||||4|cv15594.xml
||||0|||CINDACTA I em DF|Helpdesk|||4|Bachelor|Auxiliar Administrativo, Estagiário de Informática, Instrutor||||8|cv29753.xml
|||||||Grupo Cencosud Supermercado Bretas|Analista de Recursos Humanos Generalista (Business)|||5|Master|Assistente de Recursos Humanos, Assistente de Agendamento, Auxiliar Administrativo||||5|cv27410.xml
|||||||Grêmio Estudantil da Escola de Música de Brasília no|presidente|||4|Bachelor|TÉCNICO, PROFESSOR, presidente||||17|cv6802.xml
||||0|||Animacorp Tecnologia|Executive Director|||5|Master|Senior Sales Executive, Sales Manager South America, Sales Director||||4|cv22309.xml
||||0|||BEPiD (Brazilian Education Program for iOS Development )|Desenvolvedor|||4|Bachelor|||||2|cv34141.xml
||||0||||||||||||||cv22478.xml
||||0|||Drogarias PACHECO|Operador de deposito|||4|Bachelor|Ajudante Mecânico, Jovem Aprendiz||||3|cv39117.xml
||||0|||Experience|Sócio Fundador|||||Sócio Fundador, Especialista, Especialista||||8|cv24004.xml
|||||||Banco do Brasil - DIREC|Estágio|||4|Bachelor|Estágio||||2|cv11709.xml
|||||||Hepta - Information Technology and Services||||4|Bachelor|||||3|cv25382.xml
|||||||SNews|Gerente de Projetos|||4|Bachelor|Desenvolvedor de software||||8|cv17408.xml
|||||||Experience|Analista de Teste Júnior|||||Técnico de montagem, Estagiário de tecnologia da informação||||5|cv26182.xml
||||||||Gerente de Pesquisa e Inovação|||4|Bachelor|Gerente de Pesquisa e Inovação||||19|cv3958.xml
|||||||PagSeguro UOL|Desenvolvedor Java|||||Analista Desenvolvedor Java, Estágio Analista/Desenvolvedor Java, Monitor de Laboratório|||||cv26835.xml
||||0|||YKP Consultoria e Sistemas|Assistente de Recursos Humanos|||4|Bachelor|Recepcionista, Auxiliar Administrativo de Recursos Humanos||||3|cv38942.xml
|||||||Promon Logicalis|Sr. Account Manager|||5|Master|Account Executive, Gerente de negócios, Analista de pré vendas e Gerente de Produto||||15|cv10170.xml
|||||||Instituto Federal de Educação, Ciência e Tecnologia de Brasília (IFB)|Professor|||5|Master|Professor, Assistente comercial, Estágio em departamento||||7|cv35229.xml
|||||||Regra Logística - Ambev|Coordenadora de Gente e|||4|Bachelor|Coordenadora de Gente e, Coordenadora de Gestão de Pessoas, Regional de RH||||11|cv9194.xml
|||||||SuperBom Supermercados LTDA|Estoquista|||4|Bachelor|Conferente||||14|cv11622.xml
|||||||Seleção|Consultora de Recursos Humanos ­|||4|Bachelor|Consultora De Vendas, Assistente Administrativo, Secretária Administrativa ­||||12|cv12035.xml
||||0|||TOTVS SA|Gerente de Projetos|||5|Master|Coordenador de Projetos, Investimentos Gerente de Projetos, Consultor de Projetos||||28|cv26322.xml
|||||||PANIFICADORA VITORIA|Auxiliar de RH|||5|Master|Analista de RH, Analista de RH||||4|cv26853.xml
||||0|||AT&C Assistência Técnica|Técnico em Informática|||1|Secondary Education|Auxiliar de escritório, Técnico em Informática||||16|cv32748.xml
|||||||Teste de Software do Brasil|Analista de Teste|||4|Bachelor|Analista de Teste, Operadora de Testes, Estagiária||||5|cv34890.xml
|||||||IBM Jul|Analista desenvolvedor Java|||4|Bachelor|Analista de sistemas, Desenvolvedor Java, Analista de sistemas Java||||12|cv12393.xml
||||0|||Experience|Analista de Teste de Software|||||Analista de Teste de Software, Analista de Testes e Qualidade de Software, Estagiário||||14|cv23138.xml
||||0|||Experience|Programador Java Sênior|||5|Master|Programador Java Sênior, Programador Java Sênior, Desenvolvedor Java Pleno||||7|cv38300.xml
||||0|||||||4|Bachelor||||||cv34693.xml
||||0|||Cast Informática|Analista de Testes|||||Analista de Testes, Analista de Sistemas, Estagiária de Informática||||12|cv15141.xml
|||||||Experience|Consultor de Negócios|||5|Master|Consultor de Negócios, Executivo de Negócios, Diretor Comercial||||4|cv15914.xml
|||||||Condomínio do Shopping Sul (Administração) - Emprego atual|Recepcionista|||4|Bachelor|Auxiliar Notarial, Auxiliar Notarial, Jurídico||||5|cv17272.xml
|||||||CTIS|Operador de Telemarketing|||4|Bachelor||||||cv10879.xml
|||||||Caixa Econômica Federal|Estagio Remunerado|||4|Bachelor|Estagio Remunerado, Estagio Remunerado|||||cv6637.xml
|||||||Produtiva TI|Estagiário|||4|Bachelor|Trainee Júnior, Estagiário|||||cv33639.xml
||||||||||||||||||cv16055.xml
|||||||SINDIFISCO NACIONAL|Gerente TI|||4|Bachelor|Analista de Sistemas, Analista de produção, Operador||||18|cv10305.xml
|||||||Basis Tecnologia SA|Estagiário em Testes|||4|Bachelor|||||2|cv25453.xml
|||||||Verde Source Tecnologia em Informática|Desenvolvedor WEB|||4|Bachelor|Auxiliar Administrativo., Avansys||||6|cv5754.xml
|||||||CENTRAL IT - Tecnologia em Negócios|Líder Técnico do NOC|||5|Master|Analista de Suporte Windows -, Analista de Documentação, Estagiário em Suporte Técnico Windows -||||14|cv33132.xml
||||0|||Universidade Paulista - UNIP|Técnico em Eletrônica|||4|Bachelor|Operador de Sistemas de TV, Membro do Núcleo de Organização Empresarial||||6|cv10833.xml
||||||||||||||||||cv13847.xml
|||||||Algar Tecnologia e Consultoria S/A|GERENTE DE PROJETOS|||4|Bachelor|Analista de Projetos, Gerente de Projetos de TI, Consultor de TI||||11|cv17372.xml
|||||||DIFFUSE ÁUDIO VÍDEO E AUTOMAÇÃO|Sócia diretora|||5|Master|Gerente de Recursos Humanos e Marketing, Assistente Educacional em cursos de Pós-Graduação, Assistente Educacional em cursos de Pós-Graduação||||20|cv9249.xml
||||0||||||||||||||cv23113.xml
||||0|||Oi S/A|Executivo de Negócios / Executivo de Vendas Especializadas|||4|Bachelor|Gerencia Comercial, Consultor / Gerencia Comercial, Especialista de Sistemas||||23|cv20312.xml
|||||||MDIC|Analista de Rede SÊNIOR.|||5|Master|Analista de Suporte Júnior||||2|cv10729.xml
||||0|||||||4|Bachelor||||||cv18994.xml
||||0|||INDRA - VIVO Telefônica|Analista de Sistemas JAVA Pleno|||4|Bachelor|Analista de Sistemas Pleno, Analista de Sistemas Pleno, Programador Júnior||||3|cv19856.xml
|||||||BrScan Tecnologia|Assistente Administrativo|||4|Bachelor|Fiscal de Loss Prevention||||1|cv18312.xml
|||||||Stefanini IT Solutions em DF|Desenvolvedor JAVA|||4|Bachelor|Desenvolvedor JAVA, Desenvolvedor, Programador||||12|cv29456.xml
|||||||CPM Braxis, São Paulo, SP|Analista de Infraestrutura Pl|||4|Bachelor|Analista de Suporte Pl, Analista de Suporte, Analista de Suporte||||5|cv6157.xml
||||0||||Estágio em Psicologia Escolar. Em Escola Classe|||4|Bachelor|Estágio em Psicologia Escolar. Em Escola Classe||||1|cv18711.xml
|||||||Towb Tecnologia|Estagio Suporte Técnico|||4|Bachelor|Operador de Service Desk Jr.|||||cv24135.xml
||||0|||Net Brasília LTDA|Auxiliar Técnico|||4|Bachelor|||||1|cv14638.xml
|||||||Spread Tecnologia|Analista Funcional Pleno I|||4|Bachelor|Analista de Suporte, Técnico de Helpdesk N2||||6|cv34522.xml
||||0|||Central IT - Governança Corporativa / Hospital Universitário de Brasília|Técnico de Suporte Presencial|||4|Bachelor|Sócio / Suporte Técnico, Técnico de Suporte Presencial||||3|cv36543.xml
||||0|||TV|Estagiário|||4|Bachelor|Operadora de Teleatendimento, Teleoperadora, Estagiário||||9|cv29843.xml
||||0|||Urbplan S/A|Analista de Controladoria/Planejamento Financeiro|||5|Master|Analista de Planejamento Pleno, Analista TI Jr., Analista Planejamento - BackOffice Cartões||||6|cv24132.xml
||||0|||Louis Dreyfus Company S/A|Assistente Administrativo|||4|Bachelor|Assistente Administrativo||||5|cv36205.xml
|||||||Fundação de Ensino Octávio Bastos (UNIFEOB)|Docente|||5|Master|Coordenador de TIC, Docente, Docente||||10|cv12235.xml
|||||||Condomínio de Soluções|Consultoria|||4|Bachelor|Analista de Métricas e Processos, Analista de Negócios, Analista de Segurança||||7|cv34419.xml
|||||||Fastfood (Brasil vexado) - Shopping JK|auxiliar de cozinha|||1|Secondary Education|auxiliar de cozinha|||||cv5623.xml
|||||||Instituto Federal de Brasilia IFB ­ Taguatinga em DF|Auxiliar Administrativo|||4|Bachelor|Auxiliar Administrativo, Auxiliar Administrativo, Administrativa em marketing||||6|cv29838.xml
||||0|||Comp Line Services Solutions|Director - Business Performance & Process Improvement|||5|Master|key account management, Life insurance operations manager, Software Quality Assurance||||7|cv38565.xml
||||0|||Corus Consultores|Recepcionista|||4|Bachelor|Recepcionista, Auxiliar de escritório/administrativo||||6|cv38717.xml
|||||||PNGM Advogados|Assistente Administrativo|||4|Bachelor|AUX. COMPRAS, Faturista/Telemarketing||||9|cv11330.xml
||||0|||Daher|Gerente de Área|||||Gerente de Área, Consultor imobiliário, Consultor Imobiliário||||25|cv27569.xml
|||||||BASIS (CNJ)|Desenvolvedor Web|||1|Secondary Education|Desenvolvedor Web, Desenvolvedor Web, Desenvolvedor Web||||17|cv34761.xml
|||||||Conselho Nacional de Desenvolvimento Cientifico e Tecnológico, CNPq|Bolsista|||5|Master|Enquadramento, Estágio, Estagio||||6|cv8229.xml
|||||||SIG 04 Empreendimentos Imobiliários LTDA|Auxiliar de Engenharia|||1|Secondary Education|Auxiliar de Engenharia, Auxiliar||||2|cv7066.xml
|||||||União|Manipulador de produção|||4|Bachelor|Operador de máquinas, Help Desk, Desenvolvimento em Web|||||cv4445.xml
||||0|||Casa dos Parafusos|Analista de Suporte|||5|Master|Analista de Suporte, Auxiliar de suporte||||9|cv36822.xml
|||||||BRASÍLIA|Apoio Administrativo|||4|Bachelor|Técnico em Secretariado, Técnico em Secretariado, Recepcionista||||8|cv27168.xml
||||0||||Técnico de testes|||||Técnico de testes||||1|cv18017.xml
||||0|||CINPAL Cia Industrial de Peças para Automóveis|Responsável por Recrutamento e Seleção de Pessoal|||4|Bachelor|Assistente de Recursos Humanos, Secretária||||25|cv39072.xml
||||0||||||||||||||cv38327.xml
|||||||SUPERMERCADOS EXPORTAÇÃO E IMPORTAÇÃO S.A|DBA Pleno|||||DBA Junior, Analista de Suporte Nível 2, Tecnologia em Banco de dados||||9|cv30696.xml
||||0|||CDS|Analista de Infraestrutura|||1|Secondary Education|Suporte Técnico, Suporte Técnico, Técnico em Sistema de Informação||||7|cv29676.xml
||||0|||Experience|Testador e Automatizador de testes de software|||||||||1|cv25818.xml
||||0|||CTIS|Analista de Sistemas|||||Pesquisador, Analista de Sistemas, Pesquisador||||10|cv22662.xml
|||||||Globalweb|Técnico de Suporte Senior Bilingue|||4|Bachelor|Técnico de Suporte, Programação para, Professor de WebDesign / Programação para Web||||11|cv32728.xml
