LanguageProficiencyCode|LanguageProficiencyCodeDescription|LanguageSkillCode|LanguageSkillCodeDescription|id
2|Basic Knowledge|FR|French|cv6029.xml
||||cv17232.xml
6|Native|PT|Portuguese|cv29514.xml
3|Intermediate|EN|English|cv29514.xml
4|Advanced|EN|English|cv8614.xml
3|Intermediate|ES|Spanish|cv8614.xml
5|Near Native|EN|English|cv15197.xml
3|Intermediate|ES|Spanish|cv15197.xml
4|Advanced|EN|English|cv8726.xml
4|Advanced|FR|French|cv8726.xml
||||cv11708.xml
3|Intermediate|EN|English|cv13007.xml
||ES|Spanish|cv35200.xml
6|Native|PT|Portuguese|cv29312.xml
2|Basic Knowledge|EN|English|cv29312.xml
||EN|English|cv4728.xml
||EN|English|cv33202.xml
3|Intermediate|EN|English|cv792.xml
5|Near Native|EN|English|cv10390.xml
||EN|English|cv37534.xml
||ES|Spanish|cv37534.xml
||||cv37534.xml
||||cv1841.xml
6|Native|PT|Portuguese|cv1158.xml
2|Basic Knowledge|EN|English|cv1158.xml
3|Intermediate|ES|Spanish|cv15373.xml
3|Intermediate|EN|English|cv15373.xml
||||cv11899.xml
||||cv25774.xml
3|Intermediate|EN|English|cv1987.xml
||ES|Spanish|cv1987.xml
||||cv22028.xml
||||cv11883.xml
||||cv15304.xml
3|Intermediate|EN|English|cv18057.xml
||||cv30092.xml
||||cv21844.xml
4|Advanced|EN|English|cv13950.xml
||||cv38316.xml
||||cv17936.xml
||||cv4430.xml
||||cv2202.xml
||EN|English|cv8831.xml
||||cv22072.xml
||||cv20956.xml
4|Advanced|EN|English|cv18593.xml
||EN|English|cv9189.xml
||||cv7116.xml
||||cv27046.xml
||||cv7401.xml
||||cv14311.xml
||||cv21817.xml
||||cv14000.xml
||||cv38389.xml
3|Intermediate|EN|English|cv14359.xml
4|Advanced|EN|English|cv34924.xml
||PT|Portuguese|cv34924.xml
4|Advanced|EN|English|cv33999.xml
||||cv13774.xml
||||cv22499.xml
||ES|Spanish|cv5719.xml
4|Advanced|EN|English|cv5719.xml
3|Intermediate|EN|English|cv14487.xml
||||cv15875.xml
||||cv22256.xml
3|Intermediate|EN|English|cv15739.xml
4|Advanced|EN|English|cv5493.xml
||||cv33635.xml
2|Basic Knowledge|ES|Spanish|cv5793.xml
2|Basic Knowledge|EN|English|cv5793.xml
3|Intermediate|EN|English|cv10293.xml
3|Intermediate|ES|Spanish|cv10293.xml
||EN|English|cv5160.xml
||||cv33105.xml
||EN|English|cv34226.xml
||||cv39239.xml
3|Intermediate|EN|English|cv15744.xml
||||cv18628.xml
||||cv34750.xml
||||cv11126.xml
3|Intermediate|EN|English|cv39015.xml
||||cv27030.xml
||||cv38466.xml
||||cv20233.xml
||||cv35193.xml
3|Intermediate|ES|Spanish|cv11942.xml
3|Intermediate|EN|English|cv11942.xml
2|Basic Knowledge|EN|English|cv34857.xml
3|Intermediate|EN|English|cv8554.xml
||ES|Spanish|cv7032.xml
2|Basic Knowledge|ZH|Chinese|cv29364.xml
4|Advanced|EN|English|cv29364.xml
4|Advanced|PT|Portuguese|cv29364.xml
4|Advanced|ES|Spanish|cv29364.xml
2|Basic Knowledge|DE|German|cv29364.xml
||||cv33213.xml
||||cv6330.xml
||||cv10914.xml
2|Basic Knowledge|EN|English|cv37847.xml
||||cv22985.xml
||||cv18795.xml
||||cv21426.xml
4|Advanced|EN|English|cv32825.xml
3|Intermediate|EN|English|cv320.xml
2|Basic Knowledge|ES|Spanish|cv320.xml
5|Near Native|EN|English|cv18651.xml
3|Intermediate|EN|English|cv12935.xml
3|Intermediate|EN|English|cv37478.xml
||EN|English|cv3442.xml
6|Native|PT|Portuguese|cv33009.xml
5|Near Native|EN|English|cv33009.xml
5|Near Native|ES|Spanish|cv33009.xml
||||cv18266.xml
||||cv9183.xml
2|Basic Knowledge|EN|English|cv30702.xml
||||cv36934.xml
||EN|English|cv9466.xml
||ES|Spanish|cv9466.xml
3|Intermediate|EN|English|cv29432.xml
3|Intermediate|ES|Spanish|cv29432.xml
6|Native|PT|Portuguese|cv29432.xml
||||cv35097.xml
2|Basic Knowledge|ES|Spanish|cv11434.xml
2|Basic Knowledge|EN|English|cv11434.xml
||||cv11962.xml
||||cv36439.xml
||||cv36343.xml
6|Native|PT|Portuguese|cv28945.xml
4|Advanced|EN|English|cv28945.xml
||||cv34281.xml
||||cv9766.xml
||||cv27463.xml
||EN|English|cv1683.xml
2|Basic Knowledge|EN|English|cv3151.xml
2|Basic Knowledge|ES|Spanish|cv3151.xml
4|Advanced|EN|English|cv1525.xml
4|Advanced|EN|English|cv14608.xml
6|Native|PT|Portuguese|cv29250.xml
||ES|Spanish|cv13734.xml
3|Intermediate|EN|English|cv27181.xml
4|Advanced|EN|English|cv6677.xml
||DE|German|cv6677.xml
5|Near Native|EN|English|cv14376.xml
||PT|Portuguese|cv14376.xml
||||cv11362.xml
||||cv34672.xml
||||cv20411.xml
||||cv37922.xml
4|Advanced|EN|English|cv4144.xml
5|Near Native|PT|Portuguese|cv2151.xml
||ES|Spanish|cv2151.xml
||EN|English|cv2151.xml
2|Basic Knowledge|ES|Spanish|cv36833.xml
2|Basic Knowledge|EN|English|cv36833.xml
6|Native|PT|Portuguese|cv31229.xml
3|Intermediate|EN|English|cv31229.xml
2|Basic Knowledge|ES|Spanish|cv31229.xml
||||cv32688.xml
||||cv4900.xml
||||cv26678.xml
||||cv25366.xml
||||cv5979.xml
||||cv37303.xml
||||cv9917.xml
||EN|English|cv10132.xml
||ES|Spanish|cv10132.xml
||||cv21505.xml
2|Basic Knowledge|ES|Spanish|cv11241.xml
3|Intermediate|EN|English|cv21179.xml
3|Intermediate|EN|English|cv15428.xml
||||cv24425.xml
||||cv33447.xml
2|Basic Knowledge|ES|Spanish|cv5111.xml
3|Intermediate|ES|Spanish|cv9962.xml
3|Intermediate|EN|English|cv9962.xml
3|Intermediate|EN|English|cv26738.xml
||||cv21147.xml
||||cv33867.xml
||EN|English|cv16087.xml
||EN|English|cv36251.xml
||||cv26912.xml
2|Basic Knowledge|EN|English|cv12600.xml
4|Advanced|EN|English|cv27091.xml
3|Intermediate|ES|Spanish|cv27091.xml
4|Advanced|FR|French|cv27091.xml
3|Intermediate|EN|English|cv12770.xml
6|Native|PT|Portuguese|cv29417.xml
2|Basic Knowledge|EN|English|cv29417.xml
||||cv5952.xml
||||cv33317.xml
||||cv22220.xml
3|Intermediate|EN|English|cv120.xml
||EN|English|cv9645.xml
5|Near Native|EN|English|cv38039.xml
2|Basic Knowledge|FR|French|cv38039.xml
||||cv21097.xml
||||cv12358.xml
||||cv42.xml
||ES|Spanish|cv12847.xml
||EN|English|cv12847.xml
||EN|English|cv34910.xml
2|Basic Knowledge|EN|English|cv4790.xml
||HR|Croatian|cv4790.xml
||HU|Hungarian|cv4790.xml
6|Native|PT|Portuguese|cv29374.xml
2|Basic Knowledge|EN|English|cv29374.xml
||||cv39180.xml
||||cv23165.xml
||||cv37110.xml
||||cv11560.xml
||EN|English|cv5305.xml
||||cv22001.xml
||||cv25368.xml
||||cv17440.xml
||EN|English|cv7757.xml
3|Intermediate|IT|Italian|cv7757.xml
3|Intermediate|EN|English|cv7856.xml
||||cv10811.xml
||||cv35072.xml
||||cv12158.xml
5|Near Native|PT|Portuguese|cv17489.xml
4|Advanced|ES|Spanish|cv17489.xml
3|Intermediate|FR|French|cv17489.xml
3|Intermediate|EN|English|cv17489.xml
3|Intermediate|IT|Italian|cv17489.xml
||||cv19598.xml
6|Native|PT|Portuguese|cv29301.xml
2|Basic Knowledge|ES|Spanish|cv29301.xml
5|Near Native|EN|English|cv4980.xml
2|Basic Knowledge|FR|French|cv4980.xml
2|Basic Knowledge|ES|Spanish|cv4980.xml
||||cv5349.xml
3|Intermediate|EN|English|cv12602.xml
||||cv12985.xml
||||cv9567.xml
||||cv22986.xml
3|Intermediate|EN|English|cv1478.xml
||||cv22728.xml
3|Intermediate|DE|German|cv2279.xml
3|Intermediate|EN|English|cv2279.xml
||||cv23025.xml
||EN|English|cv20670.xml
||||cv14147.xml
6|Native|PT|Portuguese|cv29706.xml
2|Basic Knowledge|EN|English|cv29706.xml
||EN|English|cv14622.xml
||||cv21247.xml
||||cv9373.xml
4|Advanced|EN|English|cv10136.xml
2|Basic Knowledge|ES|Spanish|cv10136.xml
5|Near Native|ES|Spanish|cv38093.xml
3|Intermediate|EN|English|cv38093.xml
||||cv2670.xml
2|Basic Knowledge|EN|English|cv35357.xml
||||cv10079.xml
2|Basic Knowledge|EN|English|cv34870.xml
3|Intermediate|EN|English|cv36178.xml
2|Basic Knowledge|ES|Spanish|cv36178.xml
||EN|English|cv14392.xml
4|Advanced|EN|English|cv4199.xml
||||cv36961.xml
||||cv5673.xml
||||cv21814.xml
||EN|English|cv12307.xml
||ES|Spanish|cv33571.xml
||EN|English|cv33571.xml
||||cv27545.xml
3|Intermediate|EN|English|cv2167.xml
3|Intermediate|EN|English|cv12387.xml
3|Intermediate|ES|Spanish|cv12387.xml
||EN|English|cv12613.xml
||||cv15099.xml
3|Intermediate|EN|English|cv32628.xml
3|Intermediate|EN|English|cv20814.xml
||||cv38758.xml
||RM|Rhaeto-Romance|cv10081.xml
4|Advanced|EN|English|cv10081.xml
2|Basic Knowledge|EN|English|cv14711.xml
3|Intermediate|EN|English|cv9195.xml
3|Intermediate|EN|English|cv29594.xml
6|Native|PT|Portuguese|cv29594.xml
3|Intermediate|EN|English|cv29494.xml
||EN|English|cv37801.xml
2|Basic Knowledge|||cv37801.xml
2|Basic Knowledge|FR|French|cv37801.xml
2|Basic Knowledge|ES|Spanish|cv37801.xml
||||cv8240.xml
||||cv32304.xml
3|Intermediate|EN|English|cv1031.xml
||||cv33362.xml
||||cv10999.xml
2|Basic Knowledge|EN|English|cv29681.xml
6|Native|PT|Portuguese|cv29681.xml
2|Basic Knowledge|ES|Spanish|cv29681.xml
3|Intermediate|EN|English|cv7614.xml
4|Advanced|LU|Luba-Katanga|cv7614.xml
4|Advanced|EN|English|cv8646.xml
3|Intermediate|ES|Spanish|cv8646.xml
||ES|Spanish|cv3667.xml
||IT|Italian|cv3667.xml
||FR|French|cv3667.xml
||||cv1800.xml
5|Near Native|EN|English|cv6310.xml
2|Basic Knowledge|ES|Spanish|cv6310.xml
||PT|Portuguese|cv2959.xml
||EN|English|cv2959.xml
||||cv22885.xml
||||cv10095.xml
4|Advanced|EN|English|cv3798.xml
||||cv14787.xml
||||cv36780.xml
||||cv20552.xml
||||cv1722.xml
||EN|English|cv10385.xml
||ES|Spanish|cv10385.xml
||||cv10270.xml
2|Basic Knowledge|EN|English|cv4021.xml
2|Basic Knowledge|ES|Spanish|cv4021.xml
||||cv20088.xml
||||cv12152.xml
2|Basic Knowledge|EN|English|cv10097.xml
3|Intermediate|EN|English|cv19012.xml
||||cv26829.xml
||EN|English|cv35105.xml
5|Near Native|EN|English|cv19145.xml
||EN|English|cv12648.xml
||RU|Russian|cv12648.xml
3|Intermediate|EN|English|cv18423.xml
5|Near Native|EN|English|cv39060.xml
4|Advanced|EN|English|cv22155.xml
2|Basic Knowledge|ES|Spanish|cv22155.xml
||ES|Spanish|cv15145.xml
||EN|English|cv15145.xml
5|Near Native|FR|French|cv12874.xml
3|Intermediate|EN|English|cv12874.xml
||||cv22376.xml
||||cv21300.xml
||||cv12049.xml
||||cv26179.xml
3|Intermediate|EN|English|cv29497.xml
6|Native|PT|Portuguese|cv29497.xml
3|Intermediate|FR|French|cv29497.xml
3|Intermediate|EN|English|cv20834.xml
2|Basic Knowledge|ES|Spanish|cv20834.xml
||EN|English|cv25372.xml
4|Advanced|ES|Spanish|cv25372.xml
||||cv6936.xml
4|Advanced|EN|English|cv2114.xml
||||cv8060.xml
||EN|English|cv10781.xml
||FR|French|cv10781.xml
3|Intermediate|EN|English|cv1088.xml
||||cv4403.xml
4|Advanced|EN|English|cv37357.xml
3|Intermediate|ES|Spanish|cv37357.xml
2|Basic Knowledge|FR|French|cv37357.xml
6|Native|PT|Portuguese|cv29044.xml
||||cv1836.xml
||||cv21925.xml
3|Intermediate|EN|English|cv10887.xml
||||cv33998.xml
||||cv17345.xml
4|Advanced|EL|Greek|cv11853.xml
3|Intermediate|EN|English|cv11853.xml
4|Advanced|EN|English|cv31217.xml
3|Intermediate|ES|Spanish|cv31217.xml
||||cv12857.xml
5|Near Native|EN|English|cv32933.xml
||EN|English|cv10868.xml
3|Intermediate|EN|English|cv11826.xml
3|Intermediate|EN|English|cv1639.xml
||||cv22518.xml
4|Advanced|EN|English|cv9311.xml
||||cv3792.xml
||||cv1849.xml
||||cv1153.xml
||||cv8749.xml
||EN|English|cv37827.xml
2|Basic Knowledge|EN|English|cv39149.xml
||||cv22673.xml
||||cv37852.xml
||||cv27062.xml
3|Intermediate|EN|English|cv30731.xml
3|Intermediate|EN|English|cv30731.xml
3|Intermediate|ES|Spanish|cv10038.xml
3|Intermediate|ES|Spanish|cv15217.xml
3|Intermediate|EN|English|cv15217.xml
4|Advanced|EN|English|cv1585.xml
3|Intermediate|ES|Spanish|cv1585.xml
||||cv9893.xml
||||cv24662.xml
||||cv5291.xml
||ES|Spanish|cv2378.xml
||EN|English|cv2378.xml
||||cv36303.xml
6|Native|PT|Portuguese|cv29739.xml
3|Intermediate|ES|Spanish|cv29739.xml
3|Intermediate|EN|English|cv29739.xml
||||cv22321.xml
||EN|English|cv36881.xml
||ES|Spanish|cv36881.xml
2|Basic Knowledge|EN|English|cv5646.xml
||||cv12016.xml
5|Near Native|PT|Portuguese|cv850.xml
4|Advanced|EN|English|cv850.xml
2|Basic Knowledge|ES|Spanish|cv850.xml
2|Basic Knowledge|FR|French|cv850.xml
6|Native|PT|Portuguese|cv29145.xml
2|Basic Knowledge|EN|English|cv29145.xml
||ES|Spanish|cv36288.xml
4|Advanced|EN|English|cv10120.xml
3|Intermediate|EN|English|cv15643.xml
||ES|Spanish|cv15643.xml
||||cv23051.xml
||EN|English|cv6127.xml
||ES|Spanish|cv6127.xml
||||cv26811.xml
3|Intermediate|EN|English|cv35079.xml
||||cv6586.xml
4|Advanced|EN|English|cv19134.xml
||||cv22281.xml
||||cv12580.xml
3|Intermediate|EN|English|cv2431.xml
4|Advanced|EN|English|cv30045.xml
3|Intermediate|EN|English|cv13731.xml
||EN|English|cv20429.xml
||||cv3448.xml
||||cv11443.xml
4|Advanced|EN|English|cv26526.xml
4|Advanced|ES|Spanish|cv26526.xml
4|Advanced|ES|Spanish|cv37607.xml
||||cv20268.xml
3|Intermediate|EN|English|cv7604.xml
||EN|English|cv28909.xml
||ES|Spanish|cv28909.xml
||||cv36134.xml
||||cv8038.xml
||||cv8016.xml
3|Intermediate|EN|English|cv15255.xml
4|Advanced|EN|English|cv36960.xml
||||cv11336.xml
||||cv11052.xml
||||cv18644.xml
4|Advanced|EN|English|cv12498.xml
||ES|Spanish|cv12498.xml
4|Advanced|EN|English|cv26689.xml
||||cv38744.xml
3|Intermediate|EN|English|cv3697.xml
4|Advanced|EN|English|cv17523.xml
||||cv18594.xml
6|Native|PT|Portuguese|cv29305.xml
||||cv10396.xml
4|Advanced|ES|Spanish|cv760.xml
2|Basic Knowledge|EN|English|cv760.xml
4|Advanced|EN|English|cv6624.xml
2|Basic Knowledge|ES|Spanish|cv6624.xml
2|Basic Knowledge|FR|French|cv6624.xml
3|Intermediate|EN|English|cv17327.xml
||||cv9123.xml
4|Advanced|EN|English|cv4431.xml
5|Near Native|PT|Portuguese|cv7018.xml
||EN|English|cv7018.xml
6|Native|PT|Portuguese|cv36127.xml
5|Near Native|EN|English|cv36127.xml
2|Basic Knowledge|FR|French|cv36127.xml
2|Basic Knowledge|EN|English|cv11641.xml
3|Intermediate|EN|English|cv25353.xml
||EN|English|cv16066.xml
3|Intermediate|EN|English|cv1528.xml
3|Intermediate|EN|English|cv7686.xml
||||cv26855.xml
||EN|English|cv1986.xml
||||cv33963.xml
6|Native|EN|English|cv33055.xml
4|Advanced|EN|English|cv12938.xml
3|Intermediate|ES|Spanish|cv12938.xml
||||cv3327.xml
||||cv34356.xml
||||cv6439.xml
4|Advanced|EN|English|cv15553.xml
||||cv24076.xml
3|Intermediate|EN|English|cv1802.xml
||ES|Spanish|cv1802.xml
||JA|japanese|cv1802.xml
||||cv26225.xml
||EN|English|cv370.xml
||||cv26174.xml
2|Basic Knowledge|FR|French|cv5816.xml
||EN|English|cv5816.xml
4|Advanced|EN|English|cv33459.xml
||||cv8062.xml
||||cv7847.xml
||EN|English|cv33004.xml
||EN|English|cv6266.xml
||EN|English|cv5633.xml
2|Basic Knowledge|EN|English|cv19927.xml
||||cv30037.xml
||||cv30052.xml
||||cv17975.xml
||||cv33366.xml
||||cv38782.xml
||EN|English|cv5606.xml
||||cv23056.xml
||EN|English|cv31207.xml
||||cv15915.xml
3|Intermediate|EN|English|cv14344.xml
2|Basic Knowledge|ES|Spanish|cv14344.xml
||||cv23218.xml
||||cv33297.xml
||||cv29990.xml
||||cv5885.xml
||||cv14609.xml
||||cv15037.xml
||||cv34662.xml
4|Advanced|EN|English|cv15032.xml
||||cv22657.xml
||||cv39098.xml
3|Intermediate|EN|English|cv34380.xml
||||cv33223.xml
2|Basic Knowledge|EN|English|cv3402.xml
4|Advanced|EN|English|cv18826.xml
2|Basic Knowledge|ES|Spanish|cv18826.xml
3|Intermediate|EN|English|cv18168.xml
||EN|English|cv3576.xml
||||cv12563.xml
3|Intermediate|EN|English|cv14561.xml
||EN|English|cv10229.xml
||ES|Spanish|cv10229.xml
||EN|English|cv26935.xml
5|Near Native|PT|Portuguese|cv823.xml
3|Intermediate|EN|English|cv823.xml
||EN|English|cv33795.xml
||||cv20012.xml
||||cv33807.xml
||||cv35083.xml
||||cv6652.xml
||||cv4657.xml
||||cv23116.xml
||||cv14630.xml
3|Intermediate|EN|English|cv2706.xml
3|Intermediate|EN|English|cv15057.xml
4|Advanced|EN|English|cv14017.xml
3|Intermediate|ES|Spanish|cv14017.xml
3|Intermediate|EN|English|cv33406.xml
||EN|English|cv20646.xml
||||cv23231.xml
||EN|English|cv14095.xml
4|Advanced|EN|English|cv163.xml
5|Near Native|ES|Spanish|cv163.xml
4|Advanced|FR|French|cv163.xml
||||cv14723.xml
||||cv22754.xml
3|Intermediate|EN|English|cv38820.xml
4|Advanced|EN|English|cv27644.xml
3|Intermediate|EN|English|cv31195.xml
4|Advanced|EN|English|cv494.xml
2|Basic Knowledge|ES|Spanish|cv494.xml
||||cv26338.xml
4|Advanced|EN|English|cv5677.xml
||||cv1788.xml
||||cv14406.xml
6|Native|PT|Portuguese|cv28969.xml
||||cv8092.xml
2|Basic Knowledge|EN|English|cv24050.xml
6|Native|PT|Portuguese|cv29932.xml
||EN|English|cv20305.xml
5|Near Native|PT|Portuguese|cv20305.xml
||||cv27068.xml
||||cv15887.xml
||EN|English|cv8562.xml
5|Near Native|EN|English|cv12932.xml
3|Intermediate|EN|English|cv19965.xml
||||cv15925.xml
||||cv15036.xml
||||cv30207.xml
||||cv22517.xml
||EN|English|cv9299.xml
3|Intermediate|EN|English|cv36924.xml
||||cv23162.xml
||||cv6684.xml
3|Intermediate|EN|English|cv7212.xml
2|Basic Knowledge|ES|Spanish|cv7212.xml
||||cv21113.xml
5|Near Native|EN|English|cv15332.xml
3|Intermediate|ES|Spanish|cv15332.xml
||||cv12504.xml
5|Near Native|PT|Portuguese|cv17717.xml
3|Intermediate|EN|English|cv17717.xml
||ES|Spanish|cv17717.xml
||||cv22748.xml
||EN|English|cv14067.xml
6|Native|PT|Portuguese|cv29310.xml
3|Intermediate|EN|English|cv29310.xml
||||cv22277.xml
||||cv8653.xml
3|Intermediate|EN|English|cv27640.xml
||||cv38201.xml
||EN|English|cv37569.xml
||ES|Spanish|cv37569.xml
||||cv4749.xml
||||cv18223.xml
5|Near Native|EN|English|cv18455.xml
2|Basic Knowledge|ES|Spanish|cv18455.xml
2|Basic Knowledge|DE|German|cv18455.xml
||EN|English|cv5247.xml
4|Advanced|EN|English|cv15853.xml
||||cv20970.xml
2|Basic Knowledge|EN|English|cv39344.xml
||EN|English|cv15355.xml
3|Intermediate|FR|French|cv2192.xml
3|Intermediate|EN|English|cv2192.xml
3|Intermediate|EN|English|cv26295.xml
4|Advanced|EN|English|cv37264.xml
||||cv18924.xml
4|Advanced|EN|English|cv27699.xml
||||cv1292.xml
2|Basic Knowledge|EN|English|cv10507.xml
3|Intermediate|ES|Spanish|cv10507.xml
||||cv12014.xml
4|Advanced|EN|English|cv12752.xml
4|Advanced|PT|Portuguese|cv12752.xml
||EN|English|cv9841.xml
3|Intermediate|ES|Spanish|cv9841.xml
||ES|Spanish|cv18138.xml
||EN|English|cv18138.xml
2|Basic Knowledge|EN|English|cv17817.xml
2|Basic Knowledge|FR|French|cv17817.xml
5|Near Native|EN|English|cv17817.xml
4|Advanced|EN|English|cv19652.xml
||||cv37308.xml
3|Intermediate|EN|English|cv14398.xml
2|Basic Knowledge|ES|Spanish|cv14398.xml
||EN|English|cv7162.xml
||EN|English|cv36901.xml
||ES|Spanish|cv36901.xml
3|Intermediate|EN|English|cv11644.xml
3|Intermediate|EN|English|cv38896.xml
||ES|Spanish|cv38896.xml
3|Intermediate|EN|English|cv6722.xml
3|Intermediate|EN|English|cv12507.xml
||||cv1232.xml
||||cv7239.xml
||||cv25639.xml
||||cv22372.xml
||||cv27555.xml
3|Intermediate|EN|English|cv12955.xml
||||cv31564.xml
||||cv17696.xml
3|Intermediate|EN|English|cv26306.xml
||||cv16093.xml
3|Intermediate|EN|English|cv32809.xml
3|Intermediate|EN|English|cv27472.xml
2|Basic Knowledge|EN|English|cv10467.xml
2|Basic Knowledge|ES|Spanish|cv10467.xml
||||cv22775.xml
||||cv27296.xml
||||cv26166.xml
3|Intermediate|EN|English|cv37880.xml
2|Basic Knowledge|ES|Spanish|cv37880.xml
6|Native|PT|Portuguese|cv29866.xml
||EN|English|cv14339.xml
4|Advanced|EN|English|cv39266.xml
||||cv22712.xml
||||cv18048.xml
||FR|French|cv24254.xml
2|Basic Knowledge|EN|English|cv24254.xml
4|Advanced|EN|English|cv7950.xml
2|Basic Knowledge|ES|Spanish|cv7950.xml
4|Advanced|EN|English|cv3272.xml
2|Basic Knowledge|EN|English|cv15028.xml
||||cv34378.xml
||||cv33754.xml
||EN|English|cv27199.xml
||||cv25563.xml
||EN|English|cv13064.xml
||||cv8895.xml
||||cv14581.xml
||||cv8512.xml
||||cv12053.xml
2|Basic Knowledge|EN|English|cv31216.xml
2|Basic Knowledge|ES|Spanish|cv31216.xml
||||cv38686.xml
||||cv3326.xml
||||cv10171.xml
||||cv21384.xml
||EN|English|cv15645.xml
||||cv12330.xml
||||cv25829.xml
||||cv11329.xml
||EN|English|cv36727.xml
||ES|Spanish|cv36727.xml
||||cv18970.xml
4|Advanced|EN|English|cv24191.xml
||ES|Spanish|cv24191.xml
||EN|English|cv35378.xml
||ES|Spanish|cv5130.xml
||EN|English|cv5130.xml
2|Basic Knowledge|ES|Spanish|cv15366.xml
2|Basic Knowledge|EN|English|cv15366.xml
||||cv11481.xml
4|Advanced|EN|English|cv2354.xml
||ES|Spanish|cv2354.xml
2|Basic Knowledge|EN|English|cv27184.xml
2|Basic Knowledge|ES|Spanish|cv27184.xml
||||cv20813.xml
||||cv38178.xml
||||cv39036.xml
||||cv22268.xml
||||cv19889.xml
||||cv34819.xml
||||cv33008.xml
4|Advanced|EN|English|cv16070.xml
||PT|Portuguese|cv32938.xml
||EN|English|cv32938.xml
||ES|Spanish|cv32938.xml
4|Advanced|EN|English|cv33673.xml
2|Basic Knowledge|ES|Spanish|cv33673.xml
||EN|English|cv15271.xml
||ES|Spanish|cv15271.xml
||||cv28905.xml
||||cv3635.xml
2|Basic Knowledge|EN|English|cv37621.xml
||||cv5448.xml
2|Basic Knowledge|EN|English|cv29014.xml
3|Intermediate|PT|Portuguese|cv29014.xml
2|Basic Knowledge|ES|Spanish|cv29014.xml
||||cv39270.xml
||||cv21755.xml
4|Advanced|EN|English|cv31371.xml
3|Intermediate|ES|Spanish|cv31371.xml
4|Advanced|EN|English|cv31193.xml
||||cv12807.xml
||||cv37476.xml
||||cv10057.xml
||||cv11229.xml
||||cv22878.xml
3|Intermediate|FR|French|cv15997.xml
||EN|English|cv15997.xml
||||cv26432.xml
3|Intermediate|EN|English|cv6526.xml
3|Intermediate|EN|English|cv10960.xml
||||cv23362.xml
||||cv19940.xml
||||cv38952.xml
3|Intermediate|EN|English|cv27335.xml
||||cv32552.xml
||EN|English|cv6179.xml
||||cv14598.xml
||||cv21538.xml
||||cv6683.xml
||||cv22043.xml
4|Advanced|ES|Spanish|cv3832.xml
4|Advanced|EN|English|cv3832.xml
||EN|English|cv36418.xml
||||cv30952.xml
||||cv2205.xml
||||cv8451.xml
||||cv15600.xml
3|Intermediate|EN|English|cv12945.xml
||||cv37398.xml
6|Native|PT|Portuguese|cv29258.xml
4|Advanced|EN|English|cv29258.xml
3|Intermediate|ES|Spanish|cv29880.xml
2|Basic Knowledge|EN|English|cv29880.xml
6|Native|PT|Portuguese|cv29880.xml
3|Intermediate|EN|English|cv18111.xml
2|Basic Knowledge|ES|Spanish|cv18111.xml
3|Intermediate|EN|English|cv33264.xml
6|Native|PT|Portuguese|cv29962.xml
3|Intermediate|EN|English|cv29962.xml
6|Native|PT|Portuguese|cv23315.xml
4|Advanced|EN|English|cv23315.xml
2|Basic Knowledge|FR|French|cv23315.xml
||||cv38164.xml
||||cv10186.xml
4|Advanced|EN|English|cv26091.xml
||||cv22527.xml
3|Intermediate|EN|English|cv10544.xml
||||cv34250.xml
||||cv20817.xml
3|Intermediate|EN|English|cv12906.xml
||ES|Spanish|cv12906.xml
3|Intermediate|ES|Spanish|cv12719.xml
4|Advanced|EN|English|cv12719.xml
||EN|English|cv5887.xml
||||cv18595.xml
||EN|English|cv17348.xml
2|Basic Knowledge|EN|English|cv38994.xml
5|Near Native|EN|English|cv37093.xml
||||cv23305.xml
4|Advanced|EN|English|cv4979.xml
3|Intermediate|EN|English|cv11676.xml
5|Near Native|EN|English|cv12487.xml
||||cv39346.xml
||||cv17747.xml
||||cv23102.xml
4|Advanced|EN|English|cv8267.xml
4|Advanced|ES|Spanish|cv8267.xml
||EN|English|cv24361.xml
||||cv2807.xml
||||cv8752.xml
||||cv9182.xml
2|Basic Knowledge|EN|English|cv19737.xml
||EN|English|cv22061.xml
2|Basic Knowledge|EN|English|cv33149.xml
2|Basic Knowledge|ES|Spanish|cv33149.xml
4|Advanced|FR|French|cv6982.xml
||EN|English|cv6982.xml
5|Near Native|EN|English|cv21093.xml
||||cv21457.xml
||||cv10044.xml
6|Native|PT|Portuguese|cv29152.xml
